,tns_name,tns_class,tns_redshift,superphot_plus_class_prob,ra,dec,peak_mag,peak_phase,superphot_plus_classifier,superphot_plus_sampler,superphot_plus_class,host_sep_arcsec,host_name,host_redshift,host_redshift_type,posted_before,host_absmag,host_prob,best_host_catalog,transient_ra_deg,transient_dec_deg,superphot_plus_prob,high_host_confidence,superphot_plus_class_no_z,superphot_plus_prob_no_z,superphot_plus_class_without_redshift,superphot_plus_prob_without_redshift,peak_abs_mag,nuclear,best_redshift,superphot_nonIa_prob,superphot_non_Ia_prob,yse_field,yse_pz
ANT2025j2vptmxzau8b,2025abmf,---,,,139.050383,49.064874,18.04700469970703,0.1832753689450328,early_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.862,False,,,,,,,,,0.994,618.C,<https://ziggy.ucolick.org/yse/transient_detail/2025abmf|*YSE-PZ*>
ANT2025kxfwovesotg0,---,---,,,291.2713191621812,38.256239188230026,17.876537322998047,19.38807856891799,full_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.563,False,,,,,,,,,1.0,719.A,
ANT202511r57vr7nnlq,2025aaxz,SN II,0.025443,,146.14527097136647,55.7621082390432,18.253278732299805,7.090209187226719,early_lightgbm_02_2025,svi,SN II,3.580538031590532,UGC05201,0.0261601823337199,,False,-20.160003172453088,0.9999999999999922,glade,,,1.0,False,,,SN II,0.988,-17.018812288717246,,0.025443,,1.0,365.C,<https://ziggy.ucolick.org/yse/transient_detail/2025aaxz|*YSE-PZ*>
ANT20257io4dvmp24z4,2025aarn,SN II,0.0157,,69.3315595,-8.776649500000005,16.502023696899414,17.18406328720448,full_lightgbm_02_2025,svi,SN II,5.049994123151347,9906618143082083,0.038827,,False,-17.225183505345534,0.8946167980417883,decals,,,0.999,True,,,SN II,0.691,-17.716325271426015,,0.0157,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025aarn|*YSE-PZ*>
ANT2025x782o18bz5ax,2025abbt,---,,,30.623259967131084,17.28865850023584,18.378507614135746,0.1990169875643914,early_lightgbm_02_2025,svi,SLSN-I,1.716443247643514,9906627846669266,0.143403,,False,-20.012796017178133,0.9999999999997836,decals,,,0.974,True,,,SN Ia,0.702,-20.704481230706527,,0.143403,,1.0,575.A,<https://ziggy.ucolick.org/yse/transient_detail/2025abbt|*YSE-PZ*>
ANT2025m9u4c6kfhpiy,2025abnd,---,,,306.1295126401023,-23.593665125261083,16.564395904541016,11.38986198719067,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.967,False,,,,,,,,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025abnd|*YSE-PZ*>
ANT2025ssfd29fh3onk,2025aaui,SN IIn,0.035,,115.0505052,-5.6812528666597615,18.08938407897949,5.146725387530751,early_lightgbm_02_2025,dynesty,SN Ibc,,,,,False,,,,,,0.662,False,,,SN IIn,0.551,-17.8803777590405,,0.035,,1.0,423.E,<https://ziggy.ucolick.org/yse/transient_detail/2025aaui|*YSE-PZ*>
ANT202511lxabcqs5r0,---,---,,,287.4668296244424,-2.9408093860815256,17.024465560913086,4.4551234064638265,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,1.0,False,,,,,,,,,1.0,423.E,
ANT20254l0fx2wkusns,---,---,,,290.31848625102134,-6.768970699750639,16.602394104003906,4.4438503064229735,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.982,False,,,,,,,,,1.0,365.F,
ANT2025m15bj1zc9lww,2025abdd,SN Ic,0.01,,118.20410485877312,69.00411294743293,16.351816177368164,0.1611882062643417,early_lightgbm_02_2025,svi,SN II,8.12753903126078,9907741210315567,0.024347,,False,-19.761378614213985,0.4570705724353161,decals,,,0.832,False,,,SN Ibc,0.619,-16.883816191446833,,0.01,,1.0,707.C,<https://ziggy.ucolick.org/yse/transient_detail/2025abdd|*YSE-PZ*>
ANT2025ufgl7u4arwfw,2025abbu,SN Ia,0.032,,12.21782310043429,-14.302920362520254,17.77265739440918,5.29314583013911,full_lightgbm_02_2025,svi,SN Ibc,0.5163535752460039,9906616093182427,0.0327,,False,-19.94633564632072,0.9999999999999918,decals,,,0.986,True,,,SN Ibc,0.998,-18.00090356250614,,0.032,,0.986,,<https://ziggy.ucolick.org/yse/transient_detail/2025abbu|*YSE-PZ*>
ANT2025elmlyadgqb1x,---,---,,,302.7228433,14.529074732874491,14.676013946533203,6.4265833304743865,early_lightgbm_02_2025,dynesty,SN Ibc,,,,,False,,,,,,0.536,False,,,,,,,,,1.0,527.F,
ANT202537y9xkwk5rno,2025abul,---,,,322.92257322291573,41.198345207370416,16.55875587463379,8.432289330150525,full_lightgbm_02_2025,dynesty,SN IIn,,,,,False,,,,,,0.445,False,,,,,,,,,0.984,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025abul|*YSE-PZ*>
ANT2025dvi6yvhn68cz,2025acsn,SN Ia,0.015791,,346.82841373660045,42.19886423979587,17.144237518310547,0.4858002377150114,early_lightgbm_02_2025,svi,SN II,8.735342736655841,70518,0.0165491097700591,,False,-20.07999910987933,0.9315237922827496,glade,,,0.99,False,,,SN II,0.473,-17.086712375319795,,0.015791,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025acsn|*YSE-PZ*>
ANT20254q4b2gmfr6l2,2025acsx,---,,,82.81159886103302,-21.949148498623984,17.425031661987305,2.148520237620687,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.972,False,,,,,,,,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025acsx|*YSE-PZ*>
ANT2025c7sp3kvhh4zs,---,---,,,283.10504109803617,12.29104136944612,17.76493263244629,2.4912864373472985,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.669,False,,,,,,,,,0.92,527.F,
ANT20257zup8joym90h,2025acsj,---,,,173.48315998180874,49.38396992375488,18.34642791748047,0.0314137375389691,early_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.423,False,,,,,,,,,0.925,523.D,<https://ziggy.ucolick.org/yse/transient_detail/2025acsj|*YSE-PZ*>
ANT2025rygsv6oe87yz,2025acrt,---,,,124.24136886195396,-8.764072414564538,14.539961814880373,5.050648451091547,early_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,1.0,False,,,,,,,,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025acrt|*YSE-PZ*>
ANT20250ljld7ouikoq,2025abyc,SN II,0.02,,41.10545740139192,-24.56904332671523,17.2436580657959,6.255555850693781,early_lightgbm_02_2025,svi,SN II,17.011420531649396,9906612451744339,0.027111,,False,-18.35726862275279,0.9999999999752576,decals,,,0.999,True,,,SN II,0.955,-17.50274112671708,,0.02,,1.0,401.E,<https://ziggy.ucolick.org/yse/transient_detail/2025abyc|*YSE-PZ*>
ANT2025h22q6j5k26ne,2025abob,SN II,0.0372,,52.88426424999998,4.92705925147537,18.38580703735352,8.272083651048888,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.997,False,,,SN II,0.915,-17.717502829409995,,0.0372,,1.0,468.D,<https://ziggy.ucolick.org/yse/transient_detail/2025abob|*YSE-PZ*>
ANT2025yewkyl8dmjcw,2025abmj,---,,,173.1333521445713,48.36442214631887,17.52724838256836,14.096886850667945,full_lightgbm_02_2025,svi,SN II,1.5851669687197276,2315850,0.035057201654762,,False,-18.199999376439383,0.9999999999999885,glade,,,0.945,False,,,,,,,,,0.945,523.D,<https://ziggy.ucolick.org/yse/transient_detail/2025abmj|*YSE-PZ*>
ANT2025ux4a8nbccy1o,2025acbh,---,,,134.7599709834919,-13.891754529211312,17.329700469970703,1.056400751003821,full_lightgbm_02_2025,svi,SN Ibc,1.4221494050849972,08590249-1353301,0.0299513059002074,,False,-19.520000174304045,0.9999999999999888,glade,,,0.638,False,,,,,,,,,1.0,618.A,<https://ziggy.ucolick.org/yse/transient_detail/2025acbh|*YSE-PZ*>
ANT2025j46fipbb4gsk,2025abwz,---,,,79.15628892859603,40.79501641474972,15.593587875366213,13.22936527361162,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.996,False,,,,,,,,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025abwz|*YSE-PZ*>
ANT2025ninwhhmc0dun,2025abyy,---,,,175.21213755158288,4.8081667471310965,17.97190284729004,1.0579069738741964,early_lightgbm_02_2025,dynesty,SN Ibc,9.057806834743197,PGC036237,0.0190836209556062,,False,-19.143584507845947,0.9999999999999856,glade,,,0.772,True,,,SN Ibc,0.701,-16.672141231618305,,0.0190836209556062,,1.0,468.D,<https://ziggy.ucolick.org/yse/transient_detail/2025abyy|*YSE-PZ*>
ANT2025iyci4mkg70se,2025acru,SN I,0.0115,,179.69030940110983,27.452336786025377,17.297100067138672,0.063254173612222,early_lightgbm_02_2025,svi,SN Ibc,0.6488673155874053,11584562+2727084,0.010981792607096,,False,-20.730311403259087,0.99641530647888,glade,,,0.704,True,,,SN Ibc,0.717,-16.242872759917894,,0.0115,,1.0,575.A,<https://ziggy.ucolick.org/yse/transient_detail/2025acru|*YSE-PZ*>
ANT2025fqoquiqmvi5o,2025acsf,---,,,330.15228263752186,41.47735295373603,17.086801528930664,6.402096773730591,early_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.669,False,,,,,,,,,1.0,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025acsf|*YSE-PZ*>
ANT2025qs4bqv7dpx7n,2025acse,CV,,,322.9464720382473,38.429518616505945,14.698480606079102,6.501344473799691,full_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.417,False,,,,,,,,,0.991,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2025acse|*YSE-PZ*>
ANT2025o0zm84xmves7,2025acrr,---,,,78.6882285,-14.449696100000011,17.258930206298828,5.189342782374297,early_lightgbm_02_2025,svi,SN Ibc,,,,,False,,,,,,0.985,False,,,,,,,,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025acrr|*YSE-PZ*>
ANT2025szjq0t2qjub0,2025aedz,SN II,,,87.69429145819683,58.91478251706092,16.638132095336914,4.224989226582693,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.899,False,,,,,,,,,0.943,,<https://ziggy.ucolick.org/yse/transient_detail/2025aedz|*YSE-PZ*>
ANT2025e9rphm07qs01,2025aeqy,---,,,167.7793602,2.48033989999999,17.489103317260742,4.104586146168003,full_lightgbm_02_2025,dynesty,SN Ibc,2.180615716102823,1228304,0.035057201654762,,False,-19.719999376439382,0.9999999999999912,glade,,,0.878,True,,,SN Ibc,0.938,-18.484235126486745,,0.035057201654762,,0.927,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2025aeqy|*YSE-PZ*>
ANT2025mj7tm6wevxtu,2025aevo,---,,,109.48165051737968,-9.448590832382225,16.613677978515625,12.19331555980898,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.978,False,,,,,,,,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025aevo|*YSE-PZ*>
ANT20256ed1plfnfbqq,2025aeuo,---,,,53.0104788,5.175329299999987,18.41790008544922,0.2816141599760158,early_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.756,False,,,,,,,,,0.88,468.D,<https://ziggy.ucolick.org/yse/transient_detail/2025aeuo|*YSE-PZ*>
ANT2025a9wnoek87cee,---,---,,,340.264358,38.96720820000001,15.676522254943848,8.270132659745286,full_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.635,False,,,,,,,,,0.922,719.A,
ANT2025ob6zak1w8qgf,2025afaq,---,,,316.0552039,21.00502039492207,16.810815811157227,6.492077059854637,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.582,False,,,,,,,,,0.985,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025afaq|*YSE-PZ*>
ANT2025vjrtt2tl6fl8,2025afut,---,,,126.66887262469504,-12.909303408442796,16.14279556274414,6.190308158031257,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.974,False,,,,,,,,,1.0,365.E,<https://ziggy.ucolick.org/yse/transient_detail/2025afut|*YSE-PZ*>
ANT2025t2dt32nib522,2025afhd,---,,,13.350406321649196,22.4345384744515,18.221864700317383,0.4706669582301401,early_lightgbm_02_2025,svi,SN II,5.714372305297868,9906629709989747,0.035326,,False,-18.3228310320218,0.9978587142012842,decals,,,0.918,True,,,SN Ia,0.93,-17.768203538580817,,0.035326,,1.0,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025afhd|*YSE-PZ*>
ANT202585f0q8y0vm9u,---,---,,,36.7685167,55.37084449999999,16.20142936706543,14.286430858286622,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.703,False,,,,,,,,,0.93,401.F,
ANT20253770n7xvyaok,2025afan,---,,,7.412187655470088,-11.864004153803949,17.94782829284668,2.494081258053484,early_lightgbm_02_2025,svi,SN IIn,0.2863250832279452,9906617011995055,0.10207,,False,-18.510421989453008,0.997774390590748,decals,,,0.545,True,,,SN Ia,0.931,-20.37912701169288,,0.10207,,0.999,365.E,<https://ziggy.ucolick.org/yse/transient_detail/2025afan|*YSE-PZ*>
ANT20250foj0gd4jnl8,2025agie,SN Ia,0.03,,106.87845745288618,24.631784416304527,17.320451736450195,0.517823355847213,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.738,False,,,SN Ia,0.48,-18.31188529793494,,0.03,,0.832,618.A,<https://ziggy.ucolick.org/yse/transient_detail/2025agie|*YSE-PZ*>
ANT2025f7rnp8qlbjxu,---,---,,,316.9918897905619,-5.29516853048429,16.84938621520996,6.858378856086347,full_lightgbm_02_2025,dynesty,SN II,1.5504405216980686,9906619519994825,0.022269,,False,-19.056422903098067,0.921526098579886,decals,,,0.7,True,,,SN II,1.0,-18.13162211040236,,0.022269,,1.0,423.E,
ANT2025te20biyx9trm,2025afbi,SN II,0.031331,,150.1756590007988,15.283215208160158,17.620891571044922,15.423054855891678,full_lightgbm_02_2025,dynesty,SN II,16.51499596439734,28961,0.0314720575084806,,False,-20.099993284408136,0.8182153930944718,glade,,,0.669,False,,,SN II,0.535,-18.10643000483127,,0.031331,,0.935,468.A,<https://ziggy.ucolick.org/yse/transient_detail/2025afbi|*YSE-PZ*>
ANT2025d4xwsj7quskd,2025agra,---,,,178.84969068355667,31.9291537282214,17.510173797607422,12.005213791140704,full_lightgbm_02_2025,svi,SN Ibc,0.1921940284697875,9906632940454278,0.7773,,False,-21.76372784991311,0.9999999999999836,decals,,,0.533,True,,,SN Ibc,0.956,-25.352747097114488,,0.7773,,0.978,575.A,<https://ziggy.ucolick.org/yse/transient_detail/2025agra|*YSE-PZ*>
ANT2025ymunenzk4wxi,2025agik,---,,,23.679071358635124,36.96421751248951,18.4000186920166,0.3022660758942948,early_lightgbm_02_2025,svi,SN Ibc,,,,,False,,,,,,0.679,False,,,,,,,,,1.0,707.A,<https://ziggy.ucolick.org/yse/transient_detail/2025agik|*YSE-PZ*>
ANT20253owql4pqpuwa,2025agmm,---,,,10.5610558764634,41.29113172519454,16.40837287902832,4.3833887755536125,early_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.485,False,,,,,,,,,0.978,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025agmm|*YSE-PZ*>
ANT20254ierwpsi7lp4,2025ahds,---,,,328.01789452809135,33.57244362237751,18.127147674560547,0.4081832955707796,early_lightgbm_02_2025,svi,SN Ibc,,,,,False,,,,,,0.909,False,,,,,,,,,0.956,674.D,<https://ziggy.ucolick.org/yse/transient_detail/2025ahds|*YSE-PZ*>
ANT2025d9rj9xq2q4ak,2025agwf,Nova,,,10.823437502386568,41.23882081285039,16.466506958007812,6.3832527956110425,full_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.894,False,,,,,,,,,0.912,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025agwf|*YSE-PZ*>
ANT202533yr580u9wwq,2025afhk,SN Ia,0.017,,198.19190015,-5.415071562913326,17.569150924682617,14.026377796020824,full_lightgbm_02_2025,svi,SN Ibc,3.0583868528300573,9906619394885890,0.028229,,False,-17.077825802321133,0.9419768080916504,decals,,,0.805,True,,,SN Ibc,0.84,-16.822672169597876,,0.017,,0.8160000000000001,423.E,<https://ziggy.ucolick.org/yse/transient_detail/2025afhk|*YSE-PZ*>
ANT20256cronz9xsex0,2025aftk,SN Ia,0.023144,,179.88751350259756,6.847312601162628,17.979419708251953,3.021227295801509,early_lightgbm_02_2025,svi,SN II,3.6441016582914094,PGC037765,0.0219603628669045,,False,-19.4431751377478,0.937091450966646,glade,,,0.792,False,,,SN Ibc,0.531,-17.085759464817105,,0.023144,,1.0,575.A,<https://ziggy.ucolick.org/yse/transient_detail/2025aftk|*YSE-PZ*>
ANT20259484rfksyku9,2025aglw,---,,,119.6520922,-15.5035769,16.13901710510254,13.124745795794295,full_lightgbm_02_2025,dynesty,SN IIn,,,,,False,,,,,,0.772,False,,,,,,,,,0.986,707.E,<https://ziggy.ucolick.org/yse/transient_detail/2025aglw|*YSE-PZ*>
ANT2025244wyxpqwv8q,2025acxu,SN Ia,0.03,,140.82215383237093,-27.895943433469384,17.521591186523438,15.018356895830948,full_lightgbm_02_2025,dynesty,SN II,,,,,False,,,,,,0.635,False,,,SN Ia,0.333,-18.110745847861697,,0.03,,0.8009999999999999,618.E,<https://ziggy.ucolick.org/yse/transient_detail/2025acxu|*YSE-PZ*>
ANT2025wt7zaqqq38bo,2025afrw,SN II,0.0248,,191.40994475826773,-7.767434157940556,17.808940887451172,16.987211095925886,full_lightgbm_02_2025,svi,SN II,12.025380381145595,43017,0.0250042976589804,,False,-21.62999932064526,0.9594151229805322,glade,,,0.491,False,,,SN II,0.491,-17.4072145962408,,0.0248,,0.976,423.B,<https://ziggy.ucolick.org/yse/transient_detail/2025afrw|*YSE-PZ*>
ANT2025hg1ezwb5c727,2021aicz,SN II,0.031514,,160.6978173,38.88110339999999,18.158939361572266,4.116463941572874,early_lightgbm_02_2025,svi,SN II,9.578122926972563,2138747,0.0320437692510037,,False,-19.24000381981641,0.9999999999999648,glade,,,1.0,False,,,SN II,0.9,-17.581127330154672,,0.031514,,1.0,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2021aicz|*YSE-PZ*>
ANT20250qciepdes2k5,2025absa,SN Ia,0.016,,142.3136227547396,-20.37630927131015,16.39697265625,16.017887541609525,full_lightgbm_02_2025,svi,SN Ibc,19.390210446494745,ESO565-011,0.0144835227538927,,False,-20.64709949983978,0.973254860098864,glade,,,1.0,False,,,SN Ibc,1.0,-17.86264611723602,,0.016,,1.0,618.E,<https://ziggy.ucolick.org/yse/transient_detail/2025absa|*YSE-PZ*>
ANT20258zjs07wuiv0i,2025abov,SN Ia,0.01346,,46.73173984131292,-11.98207391173787,15.945534706115724,16.239125941465318,full_lightgbm_02_2025,dynesty,SN Ibc,7.024408274769219,PGC011671,0.0126856039346205,,False,-19.236318595238764,0.9682759299686928,glade,,,1.0,True,,,SN Ibc,1.0,-17.937281864046636,,0.01346,,1.0,365.E,<https://ziggy.ucolick.org/yse/transient_detail/2025abov|*YSE-PZ*>
ANT2025loprn9pmf6o8,2025afdy,SN Ia,0.014744,,214.4975177213628,26.41464725509919,15.909964561462402,17.00201944127184,full_lightgbm_02_2025,svi,SN Ibc,12.059396274330943,IC4397,0.0143471501215683,,False,-20.21633201519623,0.9602434138314968,glade,,,1.0,True,,,SN Ibc,1.0,-18.17142608589116,,0.014744,,1.0,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2025afdy|*YSE-PZ*>
ANT20256x9myqjelxpw,2025afvq,---,,,358.82511270781816,15.935994281280273,17.752994537353516,0.4331421414899523,early_lightgbm_02_2025,svi,SLSN-I,1.34210251677685,9906627476654959,0.099993,,False,-18.746177372845647,0.999999999999984,decals,,,0.989,True,,,SLSN-I,0.966,-20.52837637629668,,0.099993,,1.0,575.A,<https://ziggy.ucolick.org/yse/transient_detail/2025afvq|*YSE-PZ*>
ANT2025l0epshoclgmx,2025ahkt,---,,,141.42688931734048,22.33493737242327,17.037464141845703,0.0972393416377599,early_lightgbm_02_2025,svi,SN II,28.65315372645123,26726,0.0265170721046967,,False,-20.410004951354725,0.9999999999998604,glade,,,0.965,True,,,SN II,0.698,-18.32500047435336,,0.0265170721046967,,0.972,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025ahkt|*YSE-PZ*>
ANT20251wnhagg7yl3s,2025aghr,SN Ia,0.021525,,87.8070547248071,37.90057789976634,17.769954681396484,2.238917641392618,early_lightgbm_02_2025,svi,SN Ibc,2.137091832459806,UGC03367,0.0219288044979457,,False,-22.450000937013595,0.9975897206751176,glade,,,0.934,False,,,SN Ibc,0.987,-17.13685494698934,,0.021525,,0.934,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2025aghr|*YSE-PZ*>
ANT2025zaiq3dhrn9xg,2025agtl,---,,,120.1258483016362,-10.548736674065625,15.67056655883789,16.20587803242961,full_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.747,False,,,,,,,,,0.837,365.E,<https://ziggy.ucolick.org/yse/transient_detail/2025agtl|*YSE-PZ*>
ANT202518vw3a5istct,2025ahoo,---,,,202.59631789073643,-10.098930388420795,18.032533645629883,0.0407545605703489,early_lightgbm_02_2025,svi,SN Ibc,189.3051035008492,PGC047448,0.0135184946300235,,False,-20.93577932451226,0.999999999891012,glade,,,0.739,False,,,,,,,,,0.962,527.C,<https://ziggy.ucolick.org/yse/transient_detail/2025ahoo|*YSE-PZ*>
ANT20254k4l8udz6ri2,---,---,,,37.40161522284474,24.09461015628598,16.609437942504883,0.3017036604724126,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.53,False,,,,,,,,,0.8109999999999999,618.A,
ANT2025nljso91oit7d,2025aiiz,---,,,113.91294108507998,39.06989531279909,18.3476791381836,2.0921121040082653,early_lightgbm_02_2025,svi,SLSN-I,0.6749822307759193,9907734593994901,0.24619,,False,-18.21032037885508,0.9989446554727244,decals,,,1.0,True,,,SN Ia,0.72,-21.94537172444731,,0.24619,,1.0,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2025aiiz|*YSE-PZ*>
ANT202609t6us992b5j,2026G,SN Ia,0.0321,,243.2925006007713,22.952061068652142,17.06570053100586,15.986600557007478,full_lightgbm_02_2025,svi,SN IIn,10.80240568482945,16130973+2256587,0.0326254694550747,,False,-20.070003183680647,0.8050373423111816,glade,,,0.47,False,,,SN II,0.47,-18.714689572617704,,0.0321,,0.8200000000000001,618.A,<https://ziggy.ucolick.org/yse/transient_detail/2026G|*YSE-PZ*>
ANT2026aqdperiqeewa,2026kc,SN Ia,0.022809,,155.6045216,4.000426425795126,17.04944610595703,0.1155829376002657,early_lightgbm_02_2025,svi,SN II,14.610655526986916,UGC05607,0.0213483645608024,,False,-21.46080305365569,0.9757538579755634,glade,,,1.0,True,,,SLSN-I,0.39,-17.98388765177071,,0.022809,,1.0,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2026kc|*YSE-PZ*>
ANT2026qwxo05ssinpb,2026am,---,,,162.4402627958459,60.47681925890545,18.134296417236328,0.1118329374512541,early_lightgbm_02_2025,svi,SLSN-I,0.1302462666233035,9907739837793258,0.205013,,False,-18.55840931585376,0.9998818358532868,decals,,,1.0,True,,,SN Ia,0.82,-21.74790352090866,,0.205013,,1.0,418.F,<https://ziggy.ucolick.org/yse/transient_detail/2026am|*YSE-PZ*>
ANT2025rmc5dkp2z5at,2025aico,SN II,0.00478,,172.3181782,20.585702099999992,15.648268699645996,2.084541337324481,early_lightgbm_02_2025,svi,SN II,17.520550306759862,IC0700,0.0058177327372869,,False,-18.50213072523617,0.8089732077564062,glade,,,0.77,False,,,SN Ia,0.31,-15.981516522749075,,0.00478,,1.0,523.A,<https://ziggy.ucolick.org/yse/transient_detail/2025aico|*YSE-PZ*>
ANT2026vnc7p9wfxz3f,2026atb,---,,,218.61376368142447,21.949682960108305,18.34172821044922,0.9926798748783768,early_lightgbm_02_2025,svi,SN II,17.00259115590749,9906629584882237,0.017941,,False,-18.16302571411969,0.9793407169599616,decals,,,0.89,True,,,SN II,0.7,-16.16760887423978,,0.017941,,0.91,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2026atb|*YSE-PZ*>
ANT2026kw3jnrubxmwf,2026bhr,---,,,141.9455332935146,7.3621247957457,18.325780868530273,0.24629796309454832,early_lightgbm_02_2025,svi,SLSN-I,130.47184355923272,SDSSJ092744.52+07193,0.2130547066752872,,False,-25.419996141653463,0.9999999999917646,glade,,,1.0,True,,,SN Ia,0.84,-21.64270795714319,,0.2130547066752872,,1.0,Virgo.B,<https://ziggy.ucolick.org/yse/transient_detail/2026bhr|*YSE-PZ*>
